,Season,TeamID,Team,E/W,Conference Finalist,G,W,L,W/L,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Age,PW,PL,MOV,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,TS%,eFG%,TOV%,ORB%,FT/FGA,eFG%.1,TOV%.1,DRB%,FT/FGA.1,Attendance,"(0, 0)","(0, 1)","(0, 2)","(1, 0)","(1, 1)","(1, 2)","(2, 0)","(2, 1)","(2, 2)","(0, 0, 0)","(0, 0, 1)","(0, 0, 2)","(0, 1, 0)","(0, 1, 1)","(0, 1, 2)","(0, 2, 0)","(0, 2, 1)","(0, 2, 2)","(1, 0, 0)","(1, 0, 1)","(1, 0, 2)","(1, 1, 0)","(1, 1, 1)","(1, 1, 2)","(1, 2, 0)","(1, 2, 1)","(1, 2, 2)","(2, 0, 0)","(2, 0, 1)","(2, 0, 2)","(2, 1, 0)","(2, 1, 1)","(2, 1, 2)","(2, 2, 0)","(2, 2, 1)","(2, 2, 2)",Standings_Bucket,Standings_Bucket_Next
85,2010,3,New Jersey Nets,0,0,82,12,70,0.171428571,241.2,34.3,79.9,0.429,4.6,14.5,0.318,29.7,65.5,0.45399999999999996,19.2,24.6,0.78,10.9,28.8,39.7,18.8,7.0,4.8,14.4,20.0,92.4,24.8,17,65,-9.12,0.19,-8.93,100.6,110.5,91.4,0.307,0.18100000000000002,0.509,0.45799999999999996,13.7,25.1,0.24,0.45799999999999996,13.7,71.8,0.24,537230,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
86,2011,3,New Jersey Nets,0,0,82,24,58,0.413793103,244.0,35.6,81.0,0.44,5.6,16.3,0.34299999999999997,30.0,64.6,0.46399999999999997,17.4,22.9,0.759,11.1,29.8,40.8,21.0,5.6,4.7,14.0,22.0,94.2,24.8,24,58,-6.24,-0.04,-6.28,103.1,109.9,89.9,0.28300000000000003,0.201,0.517,0.474,13.4,26.1,0.215,0.474,13.4,74.2,0.215,581378,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
87,2012,3,New Jersey Nets,0,0,66,22,44,0.5,240.8,34.3,80.6,0.425,7.7,22.4,0.342,26.6,58.2,0.457,16.9,21.7,0.777,11.9,28.5,40.3,19.9,7.5,3.9,15.1,19.2,93.1,26.1,19,47,-5.98,-0.39,-6.37,102.9,109.6,90.1,0.26899999999999996,0.278,0.516,0.473,14.3,27.8,0.209,0.473,14.3,70.7,0.209,460719,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
88,2013,3,Brooklyn Nets,0,0,82,49,33,1.484848485,242.1,35.9,79.8,0.45,7.7,21.5,0.35700000000000004,28.2,58.3,0.484,17.5,23.9,0.731,12.8,30.0,42.8,20.3,7.3,4.8,14.7,18.3,96.9,28.6,46,36,1.78,-0.53,1.25,108.2,106.2,88.8,0.299,0.26899999999999996,0.536,0.498,14.0,30.9,0.21899999999999997,0.498,14.0,73.7,0.21899999999999997,704702,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
89,2014,3,Brooklyn Nets,0,0,82,44,38,1.1578947370000001,242.4,35.7,77.9,0.45899999999999996,8.6,23.4,0.369,27.1,54.5,0.49700000000000005,18.4,24.4,0.753,8.8,29.4,38.1,20.9,8.6,3.8,14.5,21.7,98.5,30.0,38,44,-1.0,-0.58,-1.58,106.7,107.7,91.4,0.313,0.301,0.555,0.514,14.1,21.7,0.23600000000000002,0.514,14.1,72.3,0.23600000000000002,707331,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,2015,3,Brooklyn Nets,0,0,82,38,44,0.8636363640000001,243.0,37.4,83.0,0.451,6.6,19.9,0.331,30.8,63.1,0.489,16.6,22.2,0.748,10.3,32.0,42.4,20.9,7.0,4.1,13.8,19.3,98.0,28.6,33,49,-2.88,-0.25,-3.13,104.4,107.4,92.7,0.267,0.24,0.529,0.491,13.0,23.9,0.2,0.491,13.0,73.7,0.2,698529,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
91,2016,3,Brooklyn Nets,0,0,82,21,61,0.344262295,240.9,38.2,84.4,0.45299999999999996,6.5,18.4,0.35200000000000004,31.8,66.0,0.48100000000000004,15.7,20.7,0.757,10.5,31.9,42.4,22.3,7.6,4.0,14.8,18.0,98.6,26.9,22,60,-7.35,0.24,-7.12,103.2,110.9,95.2,0.24600000000000002,0.218,0.527,0.49200000000000005,13.6,24.1,0.18600000000000003,0.49200000000000005,13.6,75.7,0.18600000000000003,620142,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
92,2017,3,Brooklyn Nets,0,0,82,20,62,0.322580645,240.9,37.8,85.2,0.444,10.7,31.6,0.33799999999999997,27.1,53.6,0.506,19.4,24.6,0.7879999999999999,8.8,35.1,43.9,21.4,7.2,4.7,16.5,21.0,105.8,26.0,24,58,-6.73,-0.01,-6.74,104.1,110.7,101.3,0.289,0.371,0.551,0.507,14.7,19.6,0.228,0.507,14.7,76.1,0.228,632608,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
93,2005,4,Charlotte Bobcats,0,0,82,18,64,0.28125,242.4,36.1,83.6,0.43200000000000005,3.9,10.7,0.363,32.2,72.9,0.442,18.1,25.6,0.7090000000000001,13.2,28.5,41.7,21.9,8.5,5.4,14.5,23.1,94.3,24.9,24,58,-5.99,-0.16,-6.15,101.1,107.5,92.3,0.306,0.128,0.49700000000000005,0.455,13.3,29.5,0.217,0.455,13.3,70.9,0.217,591701,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
94,2006,4,Charlotte Bobcats,0,0,82,26,56,0.46428571399999996,242.7,36.1,83.5,0.433,5.2,15.4,0.33899999999999997,30.9,68.1,0.45399999999999996,19.4,26.7,0.7290000000000001,12.1,27.7,39.8,20.9,10.0,4.3,14.2,23.9,96.9,25.2,30,52,-4.0,0.1,-3.9,102.5,106.7,93.4,0.319,0.184,0.509,0.46399999999999997,13.0,27.1,0.233,0.46399999999999997,13.0,70.7,0.233,671011,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
95,2007,4,Charlotte Bobcats,0,0,82,33,49,0.673469388,244.0,36.1,81.0,0.446,5.6,15.6,0.35700000000000004,30.5,65.4,0.467,19.1,26.0,0.7340000000000001,11.2,28.6,39.8,22.4,7.8,4.5,14.9,24.2,96.9,25.5,30,52,-3.74,-0.22,-3.97,103.6,107.6,92.0,0.322,0.193,0.524,0.48,13.9,26.4,0.23600000000000002,0.48,13.9,71.6,0.23600000000000002,637520,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
96,2008,4,Charlotte Bobcats,0,0,82,32,50,0.64,242.4,36.1,79.9,0.452,6.5,17.6,0.36700000000000005,29.6,62.3,0.47600000000000003,18.4,25.8,0.7140000000000001,10.9,29.8,40.6,21.3,7.5,4.9,14.7,21.7,97.1,26.3,29,53,-4.38,-0.11,-4.49,104.6,109.4,91.8,0.32299999999999995,0.22,0.532,0.49200000000000005,13.9,25.6,0.23,0.49200000000000005,13.9,71.0,0.23,603403,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
97,2009,4,Charlotte Bobcats,0,0,82,35,47,0.7446808509999999,243.0,35.0,76.8,0.455,6.0,16.3,0.366,29.0,60.5,0.479,17.7,24.0,0.74,10.8,28.9,39.7,21.2,7.1,4.8,15.6,21.4,93.6,25.8,37,45,-1.27,0.07,-1.2,104.7,106.1,88.3,0.312,0.213,0.536,0.494,15.1,27.7,0.231,0.494,15.1,73.0,0.231,597548,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
98,2010,4,Charlotte Bobcats,0,0,82,44,38,1.1578947370000001,242.4,34.9,76.9,0.45299999999999996,5.6,16.2,0.34600000000000003,29.2,60.7,0.48200000000000004,20.0,26.6,0.7509999999999999,10.5,30.4,40.8,20.2,7.7,5.4,15.7,19.5,95.3,27.4,45,37,1.46,-0.17,1.3,104.4,102.8,90.4,0.34600000000000003,0.21100000000000002,0.5379999999999999,0.49,15.1,26.5,0.26,0.49,15.1,74.2,0.26,648520,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
99,2011,4,Charlotte Bobcats,0,0,82,34,48,0.708333333,241.5,35.0,77.6,0.451,4.8,14.7,0.327,30.2,63.0,0.48,18.4,24.4,0.7559999999999999,10.3,29.8,40.1,21.1,6.4,5.3,14.5,20.0,93.3,26.9,29,53,-4.0,-0.08,-4.08,103.4,107.8,89.6,0.314,0.18899999999999997,0.528,0.48200000000000004,14.1,25.7,0.237,0.48200000000000004,14.1,75.2,0.237,649694,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
100,2012,4,Charlotte Bobcats,0,0,66,7,59,0.118644068,240.8,33.2,80.2,0.414,4.0,13.5,0.295,29.2,66.7,0.439,16.5,22.2,0.746,10.3,28.7,39.0,20.1,6.0,5.5,14.5,18.9,87.0,24.5,7,59,-13.91,-0.05,-13.96,95.2,110.4,91.1,0.276,0.16899999999999998,0.483,0.439,13.9,23.6,0.20600000000000002,0.439,13.9,70.9,0.20600000000000002,486984,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
101,2013,4,Charlotte Bobcats,0,0,82,21,61,0.344262295,241.5,34.4,81.1,0.425,5.7,17.1,0.335,28.7,64.0,0.44799999999999995,18.9,25.1,0.75,11.2,29.1,40.3,19.4,7.2,5.8,14.1,19.0,93.4,24.4,17,65,-9.23,-0.06,-9.29,101.5,111.5,91.5,0.31,0.21,0.507,0.46,13.2,25.7,0.233,0.46,13.2,71.1,0.233,628293,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
102,2014,4,Charlotte Bobcats,0,0,82,43,39,1.102564103,242.7,36.3,82.1,0.442,6.3,17.9,0.35100000000000003,30.0,64.1,0.46799999999999997,18.0,24.4,0.737,9.5,33.2,42.7,21.7,6.1,5.1,12.3,18.2,96.9,25.5,40,42,-0.22,-0.67,-0.89,103.6,103.8,92.4,0.297,0.21899999999999997,0.522,0.48100000000000004,11.7,21.9,0.21899999999999997,0.48100000000000004,11.7,77.6,0.21899999999999997,636268,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
103,2015,4,Charlotte Hornets,0,0,82,33,49,0.673469388,242.7,35.5,84.5,0.42,6.1,19.1,0.318,29.5,65.4,0.45,17.0,22.8,0.748,10.0,34.1,44.1,20.2,6.1,5.5,11.9,18.2,94.2,26.0,32,50,-3.17,-0.27,-3.44,100.1,103.5,93.0,0.26899999999999996,0.226,0.498,0.456,11.2,22.1,0.20199999999999999,0.456,11.2,79.3,0.20199999999999999,704886,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
104,2016,4,Charlotte Hornets,0,0,82,48,34,1.411764706,242.1,37.0,84.4,0.439,10.6,29.4,0.36200000000000004,26.4,55.0,0.479,18.7,23.7,0.79,9.0,35.0,43.9,21.7,7.3,5.3,12.6,18.1,103.4,26.0,49,33,2.72,-0.36,2.36,107.1,104.3,95.7,0.28,0.348,0.545,0.502,11.7,20.0,0.222,0.502,11.7,79.8,0.222,716894,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
105,2017,4,Charlotte Hornets,0,0,82,36,46,0.7826086959999999,241.8,37.7,85.4,0.442,10.0,28.6,0.35100000000000003,27.7,56.7,0.488,19.4,23.8,0.815,8.8,34.8,43.6,23.1,7.0,4.8,11.5,16.6,104.9,26.5,42,40,0.2,-0.26,-0.07,108.8,108.6,95.7,0.27899999999999997,0.335,0.547,0.501,10.7,19.9,0.22699999999999998,0.501,10.7,79.6,0.22699999999999998,710643,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
119,2000,5,Chicago Bulls,0,0,82,17,65,0.26153846199999997,241.5,31.3,75.4,0.415,4.1,12.6,0.32899999999999996,27.1,62.8,0.43200000000000005,18.1,25.5,0.7090000000000001,12.6,28.3,40.9,20.1,7.9,4.7,19.0,23.3,84.8,26.0,15,67,-9.4,0.17,-9.23,94.2,104.6,89.4,0.33799999999999997,0.16699999999999998,0.49,0.44299999999999995,18.0,29.9,0.24,0.44299999999999995,18.0,69.9,0.24,907064,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
120,2001,5,Chicago Bulls,0,0,82,15,67,0.223880597,242.1,33.2,78.2,0.424,4.0,11.6,0.34600000000000003,29.2,66.6,0.43799999999999994,17.2,23.3,0.7390000000000001,11.3,27.6,38.9,22.1,8.2,4.6,15.8,23.2,87.6,23.2,16,66,-9.1,0.01,-9.09,97.2,107.3,89.3,0.298,0.14800000000000002,0.495,0.45,15.1,26.6,0.22,0.45,15.1,70.3,0.22,888654,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
121,2002,5,Chicago Bulls,0,0,82,21,61,0.344262295,241.5,34.3,79.2,0.433,3.7,10.6,0.34600000000000003,30.6,68.6,0.447,17.2,23.9,0.722,11.3,28.8,40.0,22.2,7.7,4.4,15.3,22.4,89.5,25.5,18,64,-8.54,0.02,-8.52,98.2,107.6,90.5,0.302,0.134,0.499,0.456,14.6,26.6,0.218,0.456,14.6,71.4,0.218,776311,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
122,2003,5,Chicago Bulls,0,0,82,30,52,0.576923077,243.0,36.5,81.9,0.445,4.3,12.2,0.35,32.2,69.7,0.462,17.7,24.6,0.722,12.0,31.0,43.0,21.7,7.4,5.6,16.9,24.7,95.0,25.2,27,55,-5.13,-0.17,-5.31,100.2,105.6,93.5,0.3,0.14800000000000002,0.512,0.47100000000000003,15.4,27.7,0.217,0.47100000000000003,15.4,69.5,0.217,804309,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
123,2004,5,Chicago Bulls,0,0,82,23,59,0.38983050799999996,241.8,34.1,82.4,0.414,5.2,15.3,0.342,28.9,67.0,0.431,16.2,22.4,0.725,12.8,30.7,43.5,21.9,8.0,4.8,16.1,23.3,89.7,26.8,23,59,-6.35,-0.33,-6.69,96.6,103.4,92.2,0.272,0.18600000000000003,0.486,0.446,14.9,28.1,0.19699999999999998,0.446,14.9,71.4,0.19699999999999998,809177,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
124,2005,5,Chicago Bulls,0,0,82,47,35,1.342857143,241.8,34.7,80.4,0.43200000000000005,6.2,17.5,0.35700000000000004,28.5,62.9,0.45299999999999996,18.7,25.0,0.75,12.2,31.6,43.8,21.3,7.0,4.5,16.7,24.7,94.5,25.0,44,38,1.06,-0.41,0.65,101.4,100.3,92.4,0.311,0.217,0.517,0.47100000000000003,15.5,28.4,0.233,0.47100000000000003,15.5,72.6,0.233,828384,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
125,2006,5,Chicago Bulls,0,0,82,41,41,1.0,242.7,36.6,82.2,0.446,6.8,18.0,0.379,29.8,64.1,0.465,17.7,24.0,0.738,11.0,31.7,42.8,22.0,6.2,4.2,14.9,24.9,97.8,24.1,43,39,0.63,-0.12,0.51,104.0,103.4,92.9,0.292,0.21899999999999997,0.527,0.48700000000000004,13.9,26.3,0.21600000000000003,0.48700000000000004,13.9,74.7,0.21600000000000003,868720,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,2007,5,Chicago Bulls,0,0,82,49,33,1.484848485,241.2,37.1,81.3,0.457,5.9,15.1,0.38799999999999996,31.3,66.2,0.473,18.6,25.4,0.7340000000000001,12.0,31.7,43.7,22.3,7.8,5.4,16.0,23.3,98.8,26.0,55,27,5.01,-0.49,4.52,104.9,99.6,93.6,0.313,0.18600000000000003,0.534,0.493,14.7,28.6,0.22899999999999998,0.493,14.7,74.3,0.22899999999999998,912364,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
127,2008,5,Chicago Bulls,0,0,82,33,49,0.673469388,241.5,36.4,83.7,0.435,5.8,15.9,0.363,30.6,67.8,0.452,18.7,24.7,0.7559999999999999,12.8,30.2,43.0,22.1,7.7,5.2,14.6,21.8,97.3,25.7,32,50,-3.09,-0.11,-3.19,103.9,107.2,93.0,0.29600000000000004,0.19,0.515,0.47,13.4,28.9,0.223,0.47,13.4,73.1,0.223,901502,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
128,2009,5,Chicago Bulls,0,0,82,41,41,1.0,243.0,38.1,83.5,0.457,6.0,15.8,0.381,32.1,67.7,0.474,19.9,25.0,0.7959999999999999,11.8,30.3,42.1,21.1,7.5,5.5,14.5,20.8,102.2,24.9,40,42,-0.28,0.12,-0.16,108.4,108.7,93.1,0.3,0.18899999999999997,0.541,0.493,13.3,28.0,0.239,0.493,13.3,70.9,0.239,868667,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
129,2010,5,Chicago Bulls,0,0,82,41,41,1.0,242.7,37.6,83.2,0.451,4.3,13.0,0.33,33.3,70.2,0.474,18.0,23.9,0.754,11.4,33.1,44.5,20.8,6.5,5.8,14.3,20.1,97.5,26.2,36,46,-1.63,0.0,-1.64,103.5,105.3,93.1,0.287,0.156,0.52,0.47700000000000004,13.3,26.6,0.217,0.47700000000000004,13.3,74.8,0.217,849760,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,2011,5,Chicago Bulls,0,1,82,62,20,3.1,241.8,37.1,80.3,0.462,6.2,17.3,0.361,30.9,63.1,0.489,18.2,24.5,0.743,11.8,32.4,44.2,22.3,7.2,5.7,14.2,20.0,98.6,26.4,61,21,7.32,-0.79,6.53,108.3,100.3,90.4,0.305,0.215,0.541,0.501,13.5,29.4,0.22699999999999998,0.501,13.5,76.2,0.22699999999999998,893462,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,2012,5,Chicago Bulls,0,0,66,50,16,3.125,241.5,37.4,82.8,0.452,6.3,16.9,0.375,31.0,65.8,0.47100000000000003,15.2,21.1,0.722,13.9,32.8,46.7,23.1,6.9,5.9,14.0,17.3,96.3,27.1,51,15,8.18,-0.76,7.43,107.4,98.3,89.1,0.255,0.205,0.523,0.49,13.2,32.6,0.184,0.49,13.2,74.3,0.184,731326,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,2013,5,Chicago Bulls,0,0,82,45,37,1.2162162159999999,241.8,35.7,81.7,0.43700000000000006,5.4,15.4,0.353,30.2,66.3,0.456,16.4,21.2,0.773,12.5,30.7,43.2,23.0,7.2,5.1,14.3,19.7,93.2,28.0,42,40,0.32,-0.33,-0.02,103.5,103.2,89.3,0.259,0.18899999999999997,0.512,0.47,13.6,29.4,0.201,0.47,13.6,73.6,0.201,896944,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,2014,5,Chicago Bulls,0,0,82,48,34,1.411764706,243.0,34.7,80.2,0.43200000000000005,6.2,17.8,0.348,28.5,62.4,0.456,18.1,23.3,0.779,11.4,32.7,44.1,22.7,7.2,5.2,14.9,19.1,93.7,28.6,47,35,1.85,-0.66,1.2,102.5,100.5,90.2,0.29,0.222,0.518,0.47100000000000003,14.2,27.2,0.226,0.47100000000000003,14.2,75.4,0.226,890370,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,2015,5,Chicago Bulls,0,0,82,50,32,1.5625,242.4,36.6,82.9,0.442,7.9,22.3,0.353,28.7,60.6,0.474,19.7,25.2,0.7829999999999999,11.7,34.0,45.7,21.7,6.3,5.8,14.0,18.2,100.8,28.8,50,32,3.0,-0.46,2.54,107.5,104.3,92.8,0.304,0.26899999999999996,0.536,0.489,12.9,27.0,0.23800000000000002,0.489,12.9,74.4,0.23800000000000002,886612,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
135,2016,5,Chicago Bulls,0,0,82,42,40,1.05,242.7,38.6,87.4,0.441,7.9,21.4,0.371,30.7,66.1,0.46399999999999997,16.5,21.0,0.787,11.1,35.2,46.3,22.8,6.0,5.7,13.9,18.8,101.6,27.6,37,45,-1.48,0.01,-1.46,105.0,106.5,95.7,0.24,0.244,0.526,0.48700000000000004,12.6,24.5,0.18899999999999997,0.48700000000000004,12.6,74.9,0.18899999999999997,894659,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
136,2017,5,Chicago Bulls,0,0,82,41,41,1.0,241.2,38.6,87.1,0.444,7.6,22.3,0.34,31.0,64.8,0.479,18.0,22.5,0.7979999999999999,12.2,34.1,46.3,22.6,7.8,4.8,13.6,17.7,102.9,26.9,42,40,0.43,-0.39,0.03,107.4,107.0,95.3,0.259,0.256,0.53,0.48700000000000004,12.3,27.0,0.20600000000000002,0.48700000000000004,12.3,76.8,0.20600000000000002,888882,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
150,2000,6,Cleveland Cavaliers,0,0,82,32,50,0.64,242.1,36.3,82.1,0.442,4.2,11.2,0.373,32.1,70.9,0.45299999999999996,20.2,26.9,0.75,12.3,30.5,42.8,23.7,8.7,4.4,17.4,27.1,97.0,27.2,31,51,-3.5,-0.14,-3.64,100.4,104.0,95.7,0.327,0.136,0.516,0.46799999999999997,15.6,28.1,0.245,0.46799999999999997,15.6,71.2,0.245,603702,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
151,2001,6,Cleveland Cavaliers,0,0,82,30,52,0.576923077,241.8,35.2,79.7,0.442,2.7,8.0,0.33399999999999996,32.6,71.6,0.455,19.0,24.9,0.765,12.4,29.8,42.1,20.8,7.8,5.3,16.5,23.2,92.2,26.9,28,54,-4.24,-0.23,-4.48,100.3,104.9,91.2,0.312,0.10099999999999999,0.509,0.45899999999999996,15.4,29.7,0.239,0.45899999999999996,15.4,71.1,0.239,650775,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
152,2002,6,Cleveland Cavaliers,0,0,82,29,53,0.5471698110000001,242.1,36.0,80.3,0.44799999999999995,4.7,12.5,0.377,31.2,67.8,0.461,18.6,24.1,0.772,11.8,30.3,42.1,23.1,7.0,5.7,14.6,21.4,95.3,26.0,31,51,-3.33,-0.19,-3.52,104.6,108.2,90.3,0.301,0.156,0.524,0.47700000000000004,13.8,28.9,0.23199999999999998,0.47700000000000004,13.8,72.8,0.23199999999999998,596115,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
153,2003,6,Cleveland Cavaliers,0,0,82,17,65,0.26153846199999997,241.8,34.8,82.3,0.42200000000000004,3.6,10.9,0.327,31.2,71.3,0.43700000000000006,18.3,24.5,0.747,13.6,31.0,44.6,20.9,7.8,6.4,18.3,22.7,91.4,23.5,16,66,-9.62,0.04,-9.59,96.5,106.7,94.0,0.298,0.133,0.491,0.444,16.4,31.0,0.223,0.444,16.4,73.2,0.223,471374,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
154,2004,6,Cleveland Cavaliers,0,0,82,35,47,0.7446808509999999,242.1,35.6,82.4,0.433,3.0,9.6,0.314,32.6,72.8,0.44799999999999995,18.6,24.8,0.753,13.6,31.9,45.6,22.0,7.1,6.5,14.8,21.3,92.9,24.9,33,49,-2.62,-0.44,-3.07,101.4,104.2,90.8,0.301,0.11599999999999999,0.498,0.451,13.7,31.1,0.226,0.451,13.7,73.0,0.226,749790,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
155,2005,6,Cleveland Cavaliers,0,0,82,42,40,1.05,242.1,36.5,81.5,0.447,3.7,11.0,0.332,32.8,70.5,0.465,19.9,26.5,0.752,13.6,28.7,42.3,22.6,8.0,5.6,13.9,22.6,96.5,26.5,43,39,0.79,-0.52,0.27,106.6,105.7,89.7,0.325,0.135,0.518,0.47,13.0,32.5,0.244,0.47,13.0,71.5,0.244,784249,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
